Txt,Year12,Month12,idx
"십일월 쥐띠의 성향 - 쥐띠 중에서도 가장 의지가 강하고 자기 생각을 행동으로 옮길 수 있는 사람이다.

그러나 이것을 숨기고 뒤에서 지휘하는 참모형이 되어서 비로소 좋은 운수를 잡을 수가 있다. 
혹은 적은 수의 선택된 사람으로 그룹을 만들고 곤란한 작업의 돌파구를 열어서 재능을 인정받는다.
단 사교성이 없고 독단으로 하는 점이 있으므로 사람의 의견을 받아들이는 도량을 키우고 협동하는 일을 배운다면 크게 성공할 수가 있다.
재간 있는 성격이지만 폐쇄적인 성격과 결부되면 평범한 사람으로 그치게 된다. 
성격이 다른 동료와 팀워크를 싸면 재간을 크게 활용할 수가 있을 것이다.

직업은 수예, 양재 등 끈기있는 일이 좋으며 특기가 된다.
자기 혼자서 하지 말고 사람을 쓰면 크게 성공할 가능성이 있다. 마케팅, 판매확장 등의 재능도 있다.

이 달의 사람은 남녀 모두 애정면에서도 정직하고 세심한 성격을 발휘한다. 
여성의 경우 자기의 생리주기를 정확히 기억하고 있는 사람이 많은 것 같다.

몹시 날씬한 체격이며, 평상시는 그 스마트한 체격을 딴 사람들이 샘낼 정도이지만 벗었을 때에도 가슴에서 밑의 근육붙임은 훌륭한 글래머이다.

궁합은 여성이면 용띠의 10월 태생과 같은 대담한 타입의 사람이 좋다. 
남성이면 토끼띠의 6월생 여성과 맞는다.","子","子",107
"십이월 쥐띠의 성향 - 이 달의 사람은 쥐해의 성격 대부분 그대로라고 생각해도 좋을 것이다.

그러므로 일에 몰두해서 전력을 쏟아도 그다지 피로를 느끼지 않는다는 건강한 사람이다. 
그리고 목적을 위해서는 고생을 마다 않고 전진하는 힘을 갖고 있는 사람이다. 
일하는 태도도 상당히 바쁜 무드를 갖고 있다. 
전화를 걸어도 상대가 누군가를 확인하지 않고 또 겉치레의 인사도 일절 빼고 다짜고짜 용건만을 빠르게 지껄여 댄다. 
한참 떠들고 난 뒤에 [어디에 전화를 걸었어여?] 하고 되물어 올때가 있어 때때로 망신을 당하는 사람이다.

가수나 배우들에 이 달 태생이 많으며 몸이 약한 것 같은데도 불구하고 정력적으로 활약한다. 
직업은 카피라이터, 연극관계 등 여성은 특히 다도, 공예 혹은 약학의 연구 등에 적합하다.

애정에 관해서는 이 달의 남성은 개방적이라고나 할까? 주저하는 일이 없는 성격이 다분하다. 
타인의 면전에서 자기의 애인이나 마누라의 일을 자랑스럽게 떠들어댄다.
여성도 또한 명랑한 남성관을 갖고 있다. 
또 목줄기의 성감이 특이하게 발달하고 있는 것도 특징이다. 
손끝으로 조금 닿기만 해도 느낄 수가 있다. 

궁합은 여성이면 소띠의 10월 태생과 같이 가정적으로 온순한 남성이 좋고, 남성이면 원숭이띠의 3월생 여성과 맞는다.","子","丑",108
"이월 소띠의 성향 - 동작은 신중해 보이지만 감각이 날카롭고 재간이 있다.

보기엔 모순되는 두가지 성격이 얽혀서 고상한 것, 아름다운 것을 동경하는 몽상가 타입의 사람을 만들고 있다. 
낙천적이며 현실의 하찮은 일에 구애받지 않고 타인에 대한 악의 같은 것은 털끝만큼도 갖고 있지 않다. 
그러하니 자신이 모르는 사이에 사람에게 신세를 지거나 속임수를 당하는 일이 있다.

클래식 음악이나, 그림, 문학에 뛰어난 감상가가 많은 것도 2월생의 특징이다.
또한 여성에게는 갬블의 감각이 특이하게 발달한 사람이 있으므로 고스톱, 포카, 등 여자라고 깔보았다가는 큰 코를 다치게 된다.

직업을 택한다면 감각면을 살리는 일 또는 미적 센스가 필요한 일이 맞는다.
남녀를 불문하고 인테리어, 미용사, 공예, 미술품의디자이너, 공작이라면 아주 적임자일 것이다. 
또 시인으로서의 소질도 갖고 있다.

남성은 여하간에 구원의 여성으로서 [햄릿]의 오필리어와 같은 수정, 가련, 섬세한 처녀를 상상하지만, 결혼상대로서는 건강하고 명랑하며 현실처리능력에 뛰어난 착실한 여성을 택하여야 할 것이다. 
양띠 9월생의 여성이 아주 적합하다.

여성은 생활력이 있는 30세 전후의 남성을 찾기 바란다. 
궁합이 좋은 것은 범띠인 8월생 남성이다. 
또한 과식 과음에 주의할 것, 특히 위와 간장은 20대부터 잘 간직해주기 바란다.
","丑","卯",110
"삼월 소띠의 성향 - 독립, 독보, 무엇이든 자기 혼자서 해내려는 사람이며 그만틈 재능이나 체력에도 덕을 받고 있다.

자기의 행동이나 생각을 사람들에게 비판당하는 것을 극단적으로 싫어하므로 이사람에게의 충고는 상당히 신중을 기하지 않으면 안되다. 
친척이나 친구들의 덕은 그다지 타고나지 못한 것 같다.

젊었을 때는 파란이 많은 것 같다. 
트러블의 원인으로 뻗어나가는 일도 있지만, 방침이 좀처럼 정해지지 않아 결국은 쓸모없이 될 가능성도 있으므로 생활의 기초는 일찌기 쌓아두어야 한다. 
주위의 사람, 윗사람의 충고를 정중히 받아들이는 도량을 키운다면 크게 성공할 것이다.

직업은 넓은 뜻에서의 자유업, 특히 의사, 변호사, 회계사, 또 상업을 한다면 어떤 특정한 상품이나 기술이 판매물인 중소기업을 만드는 것도 좋을 것이다.

남성은 결혼상대로서 겉으로는 무엇이든 순종하면서 어느새 고삐를 꽉 잡고 있는 똑똑하고 상냥한 여성을 택하여야 할 것이다. 닭띠의 7월생이 좋다. 

여성이면 생활에 대해서나 인생에 대해서 좋은 어드바이스를 해 주는 남성을 찾아야 한다. 
뱀띠의 8월생 남성이면 아주 적합하다. 

천식, 피부병 등 알레르기성의 병에 주의하기 바란다.
","丑","辰",111
"오월 소띠의 성향  - 가문, 재산 혹은 풍부한 소질 등 이미 어떠한 인생의 기반을 태어날 때부터 타고나 있다.

서양에서 말하는 [은수저를 입에 물고 태어난 사람]이다. 
바탕은 건실한 성격이지만 덕을 너무 받아서 고생을 모르기 때문에 낙천적이며, 현실이나 인간에 대한 인식이 좀 후한 점이 특징이다.
특히 일시적인 들뜬 마음으로 일을 바꾸는 것은 금물이다. 
여성은 예산초과의 소핑에 주의할 것. 만사에 절도를 잃지 않으면 평범하면서도 행복한 생활을 보낼 수가 있을 것이다.

근무할 곳이라면 될수록 튼튼한 회사, 그것도 토목건축, 전기, 어업, 유리 등이 좋고 상업이면 가솔린 스탠드, 담배, 보석 등 비교적 자본이 적게 들고 변동이 적은 장사를 권한다.

이 달의 남성은 말하자면 미인을 좋아하는 사람이 많고 그다지 사람하지도 않으면서 미색에 끌려서 결혼하는 일이 많다.
여성은 스마트한, 특히 눈가가 시원스러운 남성에게 약한 것이 특징이다.
또 여성은 체질적으로 냉성이므로 미니스커트만은 입지 않는 것이 좋을 것이다.

궁합은 여성이면 범띠의 7월생의 남성이 좋다.
남성이면 토끼띠의 8월생의 여성이 좋다.","丑","午",113
"유월 소띠의 성향 - 우둔하고 눈부신 행동이라는 두 가지 정반대의 성격을 내포하고 있는 것이 특징이다.

방에 틀어박혀서 철학책과 씨름하고 있다고 생각하면 어느새 스포츠카를 모는 등 행동이 엇갈리며 변덕스러운 인상을 준다.
취미도 베토벤의 현악 4중주를 감상한 직후에 대중가요를 즐길 수가 있는 것이다.
그리고 본인은 자기의 이중성을 전혀 눈치채지 못하고 있다. 
따라서 사람들에게 오해받기 쉽지만 우정이나 의리에는 의외로 두텁고 사람들에게 싫음을 당하는 일은 그다지 없다.

이 달 태생의 사람은 40대 중반 쯤에 크게 운명이 바뀐다. 
이 결과가 플러스가 되는가 마이너스가 되는가는 이제까지의 노력의 축적 여하에 달려 있을 것이다.

직업은 열심히 뛰어다니는 재능과 창조력을 살려서 작가, 영화감독, 기자. 편집자 등이 가장 적합하지만 반대로 은행, 관청 등 딱딱한 근무도 이상하게 잘 해 나간다.

이 달의 사람에게는 애정면에서 상당히 변화기가 있다. 
데이트의 약속을 어기거나 갑자기 산만해지거나 차가워져서 이 사람의 상대는 익숙해 질때까지 고생할 것이다.
그러면서도 질투심이 심한 일면이 있는 것은 그 애정이 절대로 거짓이 아니라는 것을 말하고 있다.

남성에겐 돼지띠의 7월 생 여성이 좋고, 여성에게는 범띠의 10월생 남성이 좋다.","丑","未",114
"팔월 소띠의 성향 - 충실하고 정직하여 좀 고독한 것이 소해의 기본적인 성격이지만 8월 태생의 사람은 이외에 폭넓은 사교성, 행동성, 관대성, 또는 사람을 끌어당기는 매력의 혜택을 받은 점에서 특이한 존재이다.

애정도 분노도 겁내지 않고 솔직하게 표면에 나타내므로 대인관계에서 감정적인 꺼림칙한 점을 남길 때가 있다.

대인관계가 좋고 말하기를 좋아한다. 파티, 좌담회에서는 교묘한 화술로 사람을 끌어서 지루한 감을 주지 않는다. 그리고 언제나 주역이며 스포트라이트를 받고 싶다는 기분이 강한 것이다.
인망을 모아 인생의 주역다운 사람이지만 입은 화의 근본, 말만은 주의하기 바란다.

직업은 대인관계가 좋은 점을 살리는 업종이면 이상적이다.
예를 들면 아나운서, 사회자, 가수 등이지만 요리사, 술의 감정사 등에도 맞는다.

이성관계는 남녀 모두가 열렬하게 될 것 같다. 
이 달의 사람은 일단 좋아지면 즉시 상대방에게 결점이 노출되는 경향이 있는 것 같다.

결혼은 윗사람, 부무가 추천해 주는 사람이라면 잘 될 것이다.
남성은 돼지띠의 5월생 여성이 좋을 것이다. 
여성은 뱀띠의 4월생 남성이면 이상적이다.","丑","酉",116
"구월 소띠의 성향 - 박식하며 기지가 뛰어나고 사람의 마음의 낌새를 파악하는 기술을 알고 있다.

이 사람의 웃는 얼굴 앞에서는 어떠한 경계심도 모습을 감출 것이다.
누구에게서나 사랑을 받고 친해진다. 
이 탁월한 사교, 처세술은 단순한 테크닉이 아니고 [사람을 사랑하고 자기를 사랑하며 인생을 사랑한다] 의 타고난 박애정신에서 온 것이다.

그렇다고 단순히 사람이 좋다는 것은 아니다. 
재물을 불리고 축재하는 능력도 있고 억제하여야 할 것은 정확히 억제하고 있다.
단 타인에게 너무 장단을 맞추면 가볍게 보이게 될 염려가 있을 수도 있다. 
어디까지나 자기의 의견은 정확하게 해 두어야 한다.

직업은 사람에게 쓰여지는 것보다 쓰는 쪽이므로 될 수 있으면 독립해서 장사를 하는 것이 좋다. 
이것도 될수록 스케일이 큰 것이 좋다.
샐러리맨이면 상사, 여행사 등, 외국과 인연이 있는 근무로써 성공한다. 
여성은 비서역으로서의 재능도 있지만 지나치게 일에 성의를 내면 혼기를 잃을 염려도 있다.

남녀 모두 결혼상대는 첫인상으로 결정될 것 같다. 
애정면은 깨끗한 편이다.","丑","戌",117
"십일월 소띠의 성향 - 의지가 강하고 냉정하고 침착하며 또한 계획성이 있다.

무엇을 해도 두각을 나타내는 타입이다. 
단 좀 독선적이고 사람의 의견에 귀를 기울이지 않는 경향이 있는 것 같으나 이것은 자기자신의 시야를 넓힘으로써 보충하면 될 것이다.
리더로서도 우수한 편이다. 
능력은 있으므로 좋은 의미에서의 사교성을 익히면 무한의 발전이 약속된 사람이다.

이 달 태생의 여성게는 남성에 대한 조심성을 가진 사람이 적지가 않다.
포크댄스에서 손을 맞잡는 것조차 싫어 한다는 결백성이다.
남성의 경우는 상대와 간단히 융합되어 자기 발표를 할 수 있는 타입이다.

직업은 학술적인 방면보다 오히려 행동성이 강한 직업이 맞는다. 
회사의 영업인, 건축가, 각종 매니저, 스포츠맨 등이 적합한 직이지만 한가지 일에 열중할 수 있는 능력을 살려서 시계나 농업 방면의 전문가도 좋을 것이다.
이 달의 남성이 조심성이 있으며 착실한 여성에게 마음이 끌리는 것도 이 강한 성격으로 보아서 알 수가 있는 것이다.

궁합이 맞는 여성은 용띠의 1월생, 닭띠의 9월생이 좋고 여성은 닭띠의 정월생 남성이 좋다.

또한 20대 중반에서 교통사고로 다칠 염려가 있다. 
음주운전이나 신호위반은 절대로 삼가기 바란다.
","丑","子",119
"십이월 소띠의 성향 - 소띠의 성격을 통쨰로 갖고 태어난 사람이며 명예심이 강한 사람이다. 

그러므로 프라이드가 세고 지기를 싫어하며 사람에게 손가락질 당하는 것을 죽음보다 싫어한다. 
그렇다고 해서 말하자면 현실유리형의 이상가 타입이 아니고 소의 근면성과 더불어 환경에 자기를 맞추어가는 유연성도 몸에 익혀두고 있다. 

유우머를 좋아하며 떄로는 농담도 한다.
단 상식가이며 어긋난 생각, 행동을 할 수 없다는 것이 난점이다.

사업에서는 정상길로 꾸준히 해 나가면 중년이후는 급격히 발전할 것이다.
스케일이 큰 사업, 익숙치 못한 일에 몸소 부딪히는 용기를 갖기 바란다.
여성은 30대 후반 쯤 어린애가 자랐을 때 작은 상점을 가지면 발전 할 것이다.

남녀 모두 결혼은 성격이 비슷한 사람을 택하도록 한다.
이 달의 여성은 독신시대는 내성적이며 특히 이성에 대해서는 싫어하는 마음조차 갖고 있지만 결혼후는 상당히 달라지게 된다.

궁합은 남성이면 닭띠의 7월생 여성이 좋다.
여성은 쥐띠의 8월생 남성이 가장 좋다.","丑","丑",120
"이월 범띠의 성향 - 평상시에는 한가하게 지내고 있으나 시작했다 하면 맹렬한 스피드를 올리는 가장 전형적인 범띠이다.

무슨 일을 머리보다는 피부로 이해하고 건전하게 활동함으로써 발전해 간다.
따라서 화려하고 행동적이며 평상시의 꾸준한 노력을 요하는 직업에 사는 사람이 많다. 
배우라든가 스포츠맨들이 이 달 태생에 많다.

단 시간에 둔감한 점이 있다. 
만날 약속을 하고 지키지 않고서도 태연한 뱃장이 두터운 점이 있는 것 같다. 
여성의 피부는 단단한 편이며 매력적인 감촉을 갖고 있다.

남성은 여성에 대해서 언제나 공상적이다. 
다방에서 여성을 보면 어떠한 생활을 하고 있을까 하고 상상한다.

남성은 밖에서 강하고 여성은 집에서 착실히 일하는 타입이다.
서로의 성질을 잘 아는 상대와 결합되는 일이 많으며 학생시절의 친구, 어린 시절의 친구와 결혼해서 좋은 가정을 만들고 있다. 

여성은 뱀띠의 7월생, 개띠의  3월생 남성과 궁합이 좋다.
남자는 쥐띠의 6월생, 범띠의 9월생 여성과 궁합이 맞는다.

단 여성은 결혼 후 1,2년간은 시부모의 병과 출산이 겹쳐서 경제적으로 고생을 하게되나 이것을 극복하면 어린애를 젊어서 키워놓고 자기 자신의 생활을 즐길 수가 있다.","寅","卯",122
"삼월 범띠의 성향 - 반응이 빠른 사람이다.

아름다운 것을 보고는 감동하고 불쌍한 사람에게는 아낌없이 동정을 쏟는다.
불우이웃돕기 모금을 한다면 첫날에 앞장서서 헌금한다.
무슨 일에 놀라는 것도 딴사람과는 달리 특이하다. 
책상 속에 도깨비 장난감 같은 것을 넣어두었다간 장난친 사람이 반대로 놀랄 정도로 
얼굴색이 변해서 날뛰는 것이다.

애정면에서는 서로가 어떠한 공통점을 발견해서 우정에서 애정으로 발전하는 케이스가 많을 것이다.
이 민감성이 나쁘게 나타나면 지나친 판단, 강한 사람에게 공포심이 생기게 되어 행동에 착각이 생겨 보기에는 호걸인 사람으로 보아왔는데 다른 사람에게 의문의 사람이라는 느낌을 받게 된다. 
사람을 보는 눈을 길러서 망설이는 마음을 없애면 젊었을 때부터 이름을 떨칠 수가 있을 것이다.

성격은 비슷하지만 자라난 환경이 전혀 다른 사람과 결합된다.
동북 출신의 남성과 남쪽 출신의 여성과는 좋은 짝이  될 것이다.
직장 결혼에서는 가정환경의 차이를 이유로 반대하지만 밀고 나아가야 한다. 

여성은 토끼띠의 5월생, 원숭이띠의 2월생 남성과 좋다.
남성은 토끼띠의 1월생, 개띠의 7월생 여성과 궁합이 맞는다.","寅","辰",123
"오월 범띠의 성향 - 대단히 명랑하고 우아하며 동료의 우상이다.

여행, 파티. 서클활동에 없어서는 안될 사람이다.
그러나 한쪽으로는 자기 생각에 빠져서 다른 사람의 의견을 충분히 듣지않아 일을 그르치게 할 때도 있다. 
그런가 하면 친절심을 갖고 있으면서도 이것을 행동으로 나타내는 것을 꺼리는 내향성도 갖고 있다.
버스나 전철에서 할머니가 서 있어도 옆의 젊은 여자를 의색해서 좀처럼 자리를 양보하지 않는 사람이다.

이 달의 사람은 친척간에 은혜를 원수로 갚거나 갚아진다는 트러블의 생길 위험이 있다. 
친할수록 응석부릴것을 서로가 참아야 할 필요가 있다.
1대1의 교셥을 하는 직업에 종사하면 매일 한숨을 쉬면서 집으로 돌아오는 일이 생길 수도 있을 것이다.

남성은 다른 사람보다 훌륭한 몸집을 갖고 있으며 또한 행동이 부드러우며 여성에게는 매력있는 존재의 사람이 많은 것 같다. 
성격상 너무 다부지게 결론을 내고 싶어하는 여성과 피하도록 한다.

남성은 뱀띠의 8월생, 개띠의 2월생 여성과는 궁합이 좋다. 
여성은 소띠의 2월생, 뱀띠의 5월생 남성과 궁합이 맞는 것 같다.

남녀 모두 양친과는 떨어져 사는 것이 좋지만 부득이 동거할 경우에는 거처, 취사장은 꼭 별도로 쓰는 것이 좋을 것이다.","寅","午",125
"유월 범띠의 성향 - 이익에 관계없이 행동을 한다.

생각한 것을 솔직히 표현할 수 있는 도량이 넓은 성격은 양친의 부부사이가 좋았기 때문이다. 
양친으로부터는 뛰어난 지능 혹은 재산을 받았고 좋은 환경 속에서 자라났다.
이러한 성격에서 그다지 고생하는 일 없이 명예나 지위를 얻을 수가 있지만 반면 지출비는 상당히 많을 것이다.

도량이 넓은 것에 맞지 않게 덤비는 성격이다. 
막차 속에서 잠들면 3번에 한번쯤은 한 정거장 앞에서 내리게 되는 사람이며, 분실계원과는 ""우산을 잊지마십시요"" 라고 일단은 말을 걸어줄 정도로 알게되는 사이이다.

여성에게는 앞짱구가 귀여운 사람이 많이 있는 것 같다.
남성은 뚱뚱하게 살 찐 미인에는 극단적으로 약하고 이만하면 하고 생각한 여성과 만나면 맥없이 친절심을 발휘하는 사람이다.

남성에게 궁합이 좋은 여성은 쥐띠의 5월생, 소띠의 10월생이다.

여성은 애정면에서는 이유없이 상대를 받아들일 수 있는 사람이다.
최초의 반년간은 고통을 느끼지만 차차 익숙해져서 여성쪽이 적극적으로 된다.
토끼띠의 7월생, 양띠의 2월생 남성과 궁합이 맞는다.","寅","未",126
"구월 범띠의 성향 - 민첩한 행동을 나타내는 사람과 앉아서 꾸준히 일을 계속하는 사람으로 행동의 형태가 딱 둘로 갈라진다.

댄디, 스타일리스트가 많고 40세가 넘어도 원색으로 된 무늬의 의목을 멋있게 입고 있는 사람을 많이 볼 수가 있다. 
매달 한번은 금주 금연을 맹세하거나 목욕탕에 가는 것은 1주에 두번 간다는 등 여하간 여러가지로 결심을 하는 것을 좋아하는 사람이 많은 것 같다.

이 달 태생의 여성에는 남의 일을 도와주는 것을 좋아하는 사람이 많고 특히, 생활이 편한 여성이 많은 것 같다.

남성은 화려한 것을 좋아하는 여성을 구한다. 
한편 가정에서는 큰 어린애와 같이 손이 많이 가는 남편이므로 이것을 감쌀 수 있는 모성적인 명을 가진 여성이 아니면 안 된다.
뱀띠의 4월생, 양띠의 10월생 여성이 이것을 만족시켜 줄 것이다.

여성은 무조건 자기를 이끌어 줄 수 있는 강한 남성에게 갈 것을 꿈꾸고 있다.
너무 얌전한 남성은 맞지가 않는다. 
폭군은 아니지만 좀 누를 수 있는 남편이 있음으로써 가정을 다스리는 재능을 발휘할 수가 있다. 
쥐띠의 3월생, 범띠의 2월생 남성과 궁합이 맞는 것 같다.

신장, 류머티스, 파상풍 등에는 주의하기 바란다.
","寅","戌",129
"시월 범띠의 성향 - 범 중에서도 비교적 운수가 센 사람이다.

사회적인 입장으로 혜택을 받아 출세, 축재의 찬스가 여러번 돌아온다.
회사에서는 실력있는 상사에게 인정을 받고 가정에서는 좋은 남편, 좋은 아내를 가질 수가 있다. 
행동범위가 넓은 것은 장점이지만 손을 너무 뻗어서 수습하기가 곤란하게 된 점도 있다. 
또 계산이 너무 심하지 않으므로 치밀한 계산을 하는 사람에게 발목을 잡힐 위험도 있을 수가 있다.

여성은 매력적인 눈을 갖고 있는 사람이 많다.
또 이 달의 여성에게는 가계를 생각하는 것을 좋아하는 남성이 맞는다.
이 달의 여성이 호의를 갖는 남성은 콧날이 굵게 선 사람이다. 
이것은 어린 시절에 인상을 받은 아빠에 지지않는 사람을 구하려는 잠재적인 욕망의 표시라고 생각된다.
원숭이띠의 8월생, 개띠의 10월생 남성과 궁합이 맞는다.

남성은 그다지 세밀한 일에 마음을 쓰지 않고 교제에도 잘못된 점이 있는 쪽이므로 잘 알아차리고 눈에 띄지 않게 커버를 할 수 있는 아내가 필요하다.
토끼띠의 10월생, 돼지띠의 2월생 여성과 궁합이 잘 맞는다.
","寅","亥",130
"십일월 범띠의 성향 - 책상과 마주앉아 사무를 보는 것보다 뛰어다니면서 일을 하는 것이 성미에 맞는다.

같은 비서역이라도 편지의 정리나 차배달로는 만족할 수가 없고 사장대신에 결재를 하는 유능한 비서역이다. 
자기가 좋다고 생각하는 일은 어디까지나 밀고나가는 강력한 힘이 있으나 이 힘 때문에 망칠 때도 있다.
이 달 태생의 선수들이 상대 이상의 실력을 인정받으면서도 언제나 우승을 놓치는 것은 이 강인성도 하나의 원인일 것이다.

애정면에서도 직선적이며 강렬하고 씩씩한 성격으로 승부를 한다. 체격도 훌륭하다.

여성은 발의 모양이 특별히 아름답고 섹슈얼한 사람이 많이 볼 수 있다.
그러나 일의 매력에 열중한 나머지 자칫 혼기를 놓치기 쉬운 것이 아쉽다. 
될수록 20세의 봄까지 결혼하면 행복하게 된다. 
연령이 많아질수록 남편이 될 사람의 봉급, 지위에 욕심이 생겨 결심하기가 힘들게 된다. 
처자가 있는 남성과 깊은 관계에 들어가는 일이 많은 것은 이러한 마음 때문이다.
자신을 지배해 주는 남성이 바람직하며 상사와 친척들이 권하는 말 가운데 
상사가 소개하는 결혼이 궁합에 맞다.
범띠의 7월생 용띠의 1생 남성이 좋은 궁합이다.

남성에게는 쥐띠의 11월생, 양띠의 2월생 여성과 궁합이 맞는다.","寅","子",131
"이월 토끼띠의 성향 - 생각이나 행동이 대단히 신중한 사람이다.

그러나 그 반면 일단 굳힌 의지를 표현할 때는 대담 솔직한 방법으로 사람에게 전달한다.
과장된 제스처, 교묘한 화술을 구사하나 이것이 절대로 밉게 보이지가 않는다.
오히려 이 사람이 있기 때문에 주변이 어딘가 명랑해진다는 덕을 얻은 성격이다.

여성은 교양과 예능에 열중하는데는 12지 중에서 최고의 부류이다. 
특히 취침전에 경대 앞에서 머리를 빗는 것은 일과로 되어 있으며 그 날에 불유쾌한 일이 있었을 때면 한 시간정도는 태연하게 하고 있다.
또 돈 씀씀이가 화려하다는 것도 특징이며 장신구류, 특히 귀걸이를 좋아하는 경향이 있는 것 같다.

이 달의 사람은 남이 대하기가 좋고 말을 듣는 것도 잘 한므로 사회자나 편집인적인 일에 적합하다.
결혼생활에 들어가면 밖에서의 태도가 딴판으로 달라져서 기분나쁜 얼굴이 되어 일에 관한 애기나 친구의 애기를 듣는 것을 대단히 싫어한다.
그러나 잠시후에 또 기분 좋은 얼굴이 된다.

궁합은 남성이라면 범띠의 12월생, 용띠의 8월생의 여성이 좋다.
여성은 용띠의 9월생의 남성이면 그만이다.","卯","卯",134
"삼월 토끼띠의 성향 - 토끼의 오르막이라는 말이 있다.

토끼는 앞다리가 짧고 뒷다리가 길어 언덕을 잘 오를 수가 있다. 즉 일이 잘 운행된다는 뜻이다. 
이 달의 사람은 그야말로 오르막의 토끼이다.
마음먹은 것은 무엇이든 순조롭게 진행된다. 단 싫증을 잘 낸다.
일이나 취미도 오래 지속해서 유지해 나가는데는 체질적으로 맞지가 않는다.

이 달 태생의 사람은 기묘하게 물건을 잘 줍는 사람이다.
이사람에게는 소매치기가 훔친 지갑을 몰래 주머니 속에 넣어주거나 대문 앞에 애를 버리고 가는 일도 있을지 모른다.

이 달의 여성은 어디에 가나 귀중하게 여기며 사랑을 받는 사람이다. 
단 감정적으로 다분히 마음이 변하는 기질이 있으므로 조금 더 끈기있게 일에 대처하는 것이 좋을 것이다.

궁합은 남성은 일에는 열심이지만 그 이외의 일은 무관심하므로 아내로서는 상사나 동네 친척과의 교제를 잘 할 수 있는 똑똑한 여자를 택하는 것이 좋을 것이다. 
원숭이띠의 6월생, 양띠의 9월생인 여성이 좋을 것이다.

여성은 들뜨는 마음을 큰 손으로 눌러주는 호쾌한 남성이 필요하다. 
돼지띠의 2월생 남성이 좋을 것이다.

해외여행을 할 찬스가 많은 사람이다. 
그 때 교통사고에는 상당히 조심하기 바란다.
","卯","辰",135
"오월 토끼띠의 성향 - 양친으로부터 물심 양면에 걸쳐 충분히 받았고 귀염둥이로 자라온 사람이다.

그런만큼 누구에게도 아낌없이 원조해 준다는 성격이 강한 것 같다. 
또 좋은 환경에서 자라났다는 생각을 느끼게 하는 솔직성을 갖고 있다. 
단 자기가 잘 해주었으니 다른 사람도 그렇겠지 하고 생각하고 있다. 
소위 도련님 타입의 판단을 하는 후한 마음이 걱정되는 점이다.

유명한 작가들이 이 5월태생이다. 
부모의 총애를 한몸에 받아서 자라온 그 유리한 점은 무엇으로도 비교할 수가 없는 것이다.
앞으로 더욱 활약할 것이 기대되고 있다.

이 달의 사람은 재간이 있어 무엇이든 해보고 싶은 욕망은 충분하므로 어떤 직종을 택해도 안심이다. 
단 2, 3회 직업을 바꾸게 될지는 모르겠다.
구태여 말한다면 유통기구의 중간에 위치하는 매니저적 직종, 예를 들면 무역상, 예능 프로덕션 등을 택하면 자기를 향상시키는데 아주 좋을 것이다.

궁합은 남자라면 좋으면 좋다, 싫으면 싫다 라고 분명히 의사표시를 하는 타입이므로 그 어리광과 고집을 따뜻하게 감싸줄 원숭이 띠의 9월생 여성이 좋고,
여성은 범띠의 3월생, 닭띠의 8월생 남성과 궁합이 맞을 것이다.","卯","午",137
"칠월 토끼띠의 성향 - 이 달의 사람은 표면상 대단히 이지적이며 안정감이 있는 것 같이 보이고 
사실 실력도 있지만 내심 무언가 소심하고 지나치게 정직한 점이 있다.

좀 대담하게 되도록 노력하면 좋을 것이다.

부모한테 물려받은 재산 혹은 기반 또는 어떠한 특수한 능력 등을 갖고 인생을 출발할 수 있는 행운의 사람이다.
그러므로 이 운을 중년에서 노년에 걸쳐서 풍부하게 유지해 나가는 것이 가장 중요하다.

애정면에서 이 달의 사람에게는 [박애를 대중에게 베푼다] 라는 경향이 있다.
특히 여성은 남성으로부터의 요구를 거절하지 못 하는 성격이다.
그러나 취미에서 좋고 싫어함이 심하므로 자기가 좋아하는 곳이 아니면 가고 싶어하지 않는다. 
인정이 있고 주위와의 융합에 노력하기 바란다.

궁합은 여성이면 쥐띠의 7월생, 소띠의 정월생 남성이 좋고 남성은 범띠의 6월생 돼지띠의 10월생 여성이 가장 적합하다.

여행 중에 위가 상해서 고생할 때가 있을 지도 모른다.
평상시에도 주의가 필요하다.
","卯","申",139
"구월 토끼띠의 성향 - 이 달에 태어난 사람의 마음에는 생각한대로 곧바로 나가려는 성격과 대단히 내성적이며 주저하는 성격이 공존하고 있는 것 같다.

또한 정신과 육체가 대단히 언밸런스한 관계에 있다든가 여하간 자기 자신 속에서의 순리와 역리가 심한 사람이다.
그만큼 호조 불호조의 파도가 심한 대단히 복잡한 운수이므로 젊었을 때에 자기가 가야 할 길을 확실하게 정하고 딴생각을 하지 말고 매진하는 일이다. 
화가로서 유명한 사람이 이 달의 태생에 많다.

여성의 경우 건강에 상당히 주의하여야 할 것이다. 
특히 두드러기가 금세 돋는 사람이다.
사람에 따라서는 꽁치나 고등어는 물론 옻칠한 식기에 닿기만 해도 나타나는 사람이 있다.

직업은 회사근무 등 평균적 생활을 보내는 것에는 맞지가 않는다.
예술, 기술 등 전문준야로 나가는 것이 좋을 것이다.

궁합은 남성이면 범띠의 정월생, 닭띠의 2월생 여성이 좋고 여성이면 뱀띠의 9월생 남성이 적합하다.
단 좋을 짝을 만날 확률이 적으므로 파티나 신중한 결혼상담소를 많이 이용하도록 한다.
","卯","戌",141
