Txt,Year12,Month12,idx
"팔월 토끼띠의 성향 - 이 달의 사람에게는 토끼띠의 특유한 소심성이 그다지 없다.

오히려 뱃심의 세기와 파이터적인 행동성이 두드러진다. 
그 대담성이 때로는 무계획, 무작정이라는 것을 생기게 할 수도 있으므로 중요한 일에는 특히 신중을 기할 필요가 있다.

억지가 강한 것도 특징이다. 예를 들면 이 사람에게 모래로 성을 쌓게 하면 성격이 정확히 나타난다. 
누구보다도 크게 짓고 장식이 많은 것을 만들지 않으면 마음이 편치가 않는다.
이 결과 해가 지고 별이 반짝이기 시작하는 것도 모를 정도이다.

이와같이 지기 싫어하는 억지성은 보다 좋은 것을 만들어 내려는 의욕으로도 이어지나 너무 지나치지 않도록 하기를 바란다.

또 도회적인 생활, 화려한 무드를 즐긴다.

이 달의 여성은 사회성이 풍부하고 파티를 대단히 즐긴다.
특히 [파티에 가지 않겠는가?] 하고 꾀면 비오는 밤이라도, 눈이 쌓인 아침이라도 따라오는 것은 틀림이 없다.

궁합은 남성이라면 소띠의 5월생 여성이 좋다.
여성은 쥐띠의 12월생 남성이 좋을 것이다.","卯","酉",140
"십일월 토끼띠의 성향 - 이 달의 사람은 대단히 조심성이 있고 소극적이며 내성적인 성격이다.

이것은 겸손하고 양보적인 미덕으로서 찬양받을 때도 많지만 사회생활속에서 손해를 볼 때도 적지 않다.
그러므로 조금이라도 의문이 되면 주저하지 말고 질문하고 자기의 의견을 꺼림없이 말해 보는 것이다.

윗사람, 선배에 대한 선후배의 순서를 잘 분간해서 의리가 깊어 사람에게서 신뢰를 얻는 사람이다.

여성은 내성적이면서도 스포츠를 좋아하며 특히 체조나 허들등 혼자서 할 수 있는 종목에 두각을 나타낸다. 
또 취침전에 간편한 복장이 되어 팔다리 굽히거나 몸 굽히기 운동 등을 해서 뺨에 열기를 내는 것도 이 달의 사람이다.
이와같이 평상시의 훈련덕분으로 몸의 유연성은 토끼띠 중에서도 최고일 것이다.

직업의 선택은 힘들며, 팀워크보다는 고독한 세계에서 살수 있게 하는 것이 좋을 것이다. 
바이얼리스트나 영화감독, 가수 등이 이 달 태생으로서 성공한 케이스이다.

궁합은 여성의 경우 화려하고 외향적인 남성과 결합한다면 온순성과 내성기가 도리어 아름답게 보여서 이득이 된다.
뱀띠의 4월생 남성이 좋을 것이다. 
남성이면 개띠의 8월생 여성이 좋다.","卯","子",143
"십이월 토끼띠의 성향 - 이 달의 사람은 같은 토끼띠 중에서도 완전한 토끼의 특성을 갖고 있다.

생각이 단순한 면이 있어 주위 사람이 순수하게 신뢰하기 힘든 사람이다.

확실한 목적추구형인만큼 인간관계를 싫어하며 피도 눈물도 없는 사람이라고 흔히 말하고 있다.
그러나 애인이나 가족, 친척 앞에서는 쾌활해져서 온화한 표정을 보인다.

이 달의 여성은 묘한 장남이나 심술을 부린다.
동료의 남성이 코를 후비고 있으면 이것을 열심히 보고 있거나 공원에서 남녀가 포옹하고 있는 아베크족 옆에 서서 발성의 연습을 하는 등이다.

애인과 같이 있을 때에도 이 버릇을 고쳐지지 않아 등에다가 ""For SALE"" 의 쪽지를 붙이고 웃고 있다.

궁합은 남성의 경우 외견은 깨끗하며 화려한 사람을 상대로 고르는 경향이 있다.
닭띠의 3월생, 개띠의 정월생 여성이 좋을 것이다.
또 여성은 범띠의 10월생 남성이라면 잘 리드해 줄 것이라 생각된다.","卯","丑",144
"일월 돼지띠의 성향 - 거의 전해의 개띠의 성격이 나와있고 한결같이 기질이 매력이기도 하고 결점이기도 하다.

돼지띠답게 금전이나 계산에 예민한 점은 없다. 계산은 빼 놓고 일 하나에 열중하는 사람이다. 
이 달의 태생에는 배우가 많은 것 같으며 이 사람들은 그 길 하나만을 걸어가는 성격이다. 
여성도 남성만큼의 일을 하는 직업을 택할 때가 많으며 아나운서, 레코드 디렉터, 가정재판소 조사관, 카메라 맨 등으로 성공한다.
단 이 성공은 한발에 맞히는 것이 아니라 축적한 것이 꽃을 피우는 형태이므로 임시로 직업을 택해서는 성공할 수가 없다. 
여성들도 결혼후에 계속할 각오로 시작한다. 

결혼도 이 점을 전제로 생각하며 검소한 성격이며 남에게 요구하는 일이 적은 남성을 택하여야 한다.
토끼띠의 5월생 개띠의 3월생 남성은 서로 스칠 때에도 이해가 있고 가정을 지켜준다.

남성측으로는 그다지 자기 주장을 하지 않고 그러면서도 한 길밖에 모르는 
남편의 한계를 넓혀주는 뱀띠의 2월생 개띠의 4월생 여성이 바람직한 상대이다.

이 달 태생의 여성은 10대에 사랑의 도장이 찍힌다.
심신 모두 성숙이 빠르고 하루라도 빨리 어른이 되고 깊은 마음이 
상대의 무드를 잘 만드는 것과 결부되기 때문이다.
그러나 일생을 위탁할 남성이 나타나는 것은 21세가 지나 후가 될 것이다.","亥","寅",85
"이월 돼지띠의 성향 - 주위의 사람으로부터 일이 생길 때마다 부탁을 받는 사람이다.

예능 매니저, 서비스업 등이 맞는다. 
그러나 편의를 베풀어 준 것을 구실로 당신을 이용하려고 접근하는 사람도 적지가 않을 것이다.
특히 자기가 출자한 상점의 책임자로 남을 앉히는 것은 위험하다. 
역시 자기자신의 노력으로 나가야 할 것이다. 재복은 타고났다.

당신의 결점은 명예 이외의 것에 대한 욕심이 지나치다는 점이다.
특히 이성과 보석에 대한 집착 몸을 망치는 원인이 된다.
회사나 거래처의 여성과 문제를 일으켜서 신용을 잃기쉽다.

여성은 여행길 특히 북쪽에의 여행에서 배필을 만나는 기회가 있다. 
도시에서의 인간관계에 피로를 느껴 나온 여행길에서 그 지방에 갓 전근해 온 남성과 알게 되어 결합하게 될지도 모른다.

남성은 몸집이 작고 명랑하며 말을 잘하는 여성인 토끼띠의 3월생, 원숭이띠의 10월생 여성과 맞는다. 
여성은 범띠의 10월생, 닭띠의 11월생 남성과 궁합이 맞는다.

이 달 태생에는 사회자나 배우가 많은 것 같다.","亥","卯",86
"오월 돼지띠의 성향 - 이 달의 여성에는 명주와 같이 차분하고 부드러운 피부를 가진 사람이 많은 것 같다.

그리고 자기가 적극적으로 사랑하는 것보다는 사랑을 받고 싶다, 의지하고 싶다는 타입이다. 
표면적으로는 남의 말을 순수하게 듣고 있는 것 같아도 내심에는 고집에 숨어있어 타협은 좀처럼 하지 않는다. 
어느새 상대를 자기의 페이스로 끌어넣고 있는 것이다.
그러면서도 의뢰심이 강하고 자신이 자진해서 일을 맡으려고 하는 적극성은 볼 수가 없다. 
이것이 운수를 발전시키는데 방해가 되고 있다.

골프광이 많은데 어울리지 않게 드라이버가 정확하게 잘 뻗는다. 
시작한 지 1년이 못 되어 핸디 20을 끊는다는 빠른 진전을 나타낸다. 
도구에도 까다롭고 한 묶음으로 사는 일은 없고 이 상점에서 한개 저 상점에서 두개로 음미해서 산다.
백도 물론 특별주문품이다.

결혼은 자기와 다른 환경 속에서 자란 사람을 하려고 한다.
남성은 약간 살이찌고 말이 적은 말띠의 정월생, 양띠의 3월생 여성이 좋고 여성은 씩씩하고 섬세한 마음을 아울러 갖춘 소띠의 8월생, 범띠의 8월생 남성과 
심신이 모두 궁합이 맞는다.

이 달 태생에도 여배우와 가수가 많은 것 같다.","亥","午",89
"유월 돼지띠의 성향 - 출발은 느리지만 가속도적으로 스피드가 빨라지는 운수이다.

흐느끼기 쉬운 성격이므로 조그만 일에도 웃고 울며 자기의 앞날을 비관하지만 이러한 운수이므로 젊었을 때는 조급해 하지 말고 간단히 결론을 내이지 않을 일이다.

남성은 여성을 대상으로 한 직업으로 성공한다. 
미용사, 부인복, 내의, 액세서리, 정형미용, 요리 등 분야가 많다.
그러나 취미는 휠씬 남성적이며 헌팅에 이상한 정열을 갖고 있다.
아프리카의 맹수사냥에 가는 것이 일생의 꿈이며 35세를 지나면 현실의 찬스를 만나게 될지도 모른다.

이 달 태생의 여성은 지식을 넓히고 싶어 외출을 즐기며 부엌일은 그다지 마음에 없는 사람이다.

결혼은 환경이 다른 동지끼리 한다.
그러기 때문에 처음에는 음식물의 간을 맞추는데도 의견이 맞지 않아
3일에 한번은 쓸데없는 싸움을 하지만 서로 참는 것보다는 보다 좋은 결과를 내고 이해가 깊어진다. 

여성은 싸움을 해도 뒤끝이 없는 깨끗한 기질인 토끼띠의 9월생, 닭띠의 9월생 남성이 좋고 남성은 뱀띠의 9월생, 돼지띠의 12월생 여성과 궁합이 맞는다.

이 달 태생에는 유명한 작가나 오페라 가수, 배우 등이 많은 것 같다.
치과에서의 치료가 상당히 부담될 지 모른다. 젊었을 때부터 조심하는 것이 좋을 것이다.","亥","未",90
"팔월 돼지띠의 성향 - 사람을 부려서 일을 하는 타입이다.

어디로 가나 무거운 책임을 지고 지위나 보수에 비해서 과중하다고 생각되는 임무를 맡게된다. 
체력은 있지만 과로에 시달리기 쉽다.
단 정신이 건전하며 피곤해도 예리한 직관적인 판단력을 잃지를 않는다.
고생수이며 장남이 아니면서도 형제 자매를 키우거나 다른 일까지 떠맡을 때가 많고 방해도 상당히 받게 되어 평탄한 운수는 못된다. 
그러나 전체적으로 보면 물결은 있지만 발전하는 것이다.

마음에 들지 않은 일은 참을 수가 없는 사람이다. 
꺼림칙한 것은 남겨두는 사람이 아니므로 입은 상당히 나쁘고 그 자리에서 할 말을 다 해버려 싸워서 갈라지는 일이 있다.
특히 시어머니와의 관계가 나빠지므로 주의하기 바란다.

그림을 좋아하는 사람이 많은 달이다. 그것도 보는 것보다 자신이 그리는 것이 기쁨이다. 
적당한 판을 캔버스대신으로 해서 한장의 그림을 성심껏 손질해서 만들어 내는 타입이다.

궁합을 보면 여성은 가사에는 간섭하지 않는 어린기의 남성과 맞는다. 
범띠의 정월생, 닭띠의 7월생이 좋은 것 같다.
남성은 남이 말하는 것에 좌우되지 않고 그러면서도 취미를 알아차리고 자연적으로 이것에 맞추어주는 양띠의 11월생 원숭이띠의 4월생 여성과 궁합이 맞는다.

이 달 태생에는 작가나 화가, 배우가 많은 것 같다.","亥","酉",92
"시월 돼지띠의 성향 - 내성적인 성격이 벗겨져서 돼지띠 중에서는 정열적인 명랑성을 갖고 있다.

금전에는 집착이 강하지만 인간관계에는 담백함며 사람이 좋다는 것을 누구나가 알고있다. 
너무 일에 구애받지 않는 성격이며 때때로 양말을 뒤집어 신고도 알지 못하는 일이 있다. 
남의 그릇으로 먹는 일도 있을 정도이다.

이와같은 점에만 주의한다면 사람들에게 호감을 받는 성격이므로 항상 양지바른 코스를 호쾌하게 
걸을 수 있는 사람이다.

여성은 직선적인 성격의 남성과 궁합이 맞고, 결혼 전에 트러블이 생겨도 이것이 흠이라고 생각지 않는 지혜와 강한 의지를 갖고 있다. 

남성도 명랑한 여성과 맞는다.
궁합이 좋은 짝은 남성은 양띠의 6월생, 돼지띠의 11월생 여성이 좋고 여성은 범띠의 4월생, 뱀띠의 11월생 남성이 좋다.
단 이 짝은 부부가 다 같이 갬블을 좋아한다. 
휴일에는 동반하여 경마장에 나타난다. 
조심하지 않으면 안 될 것은 두사람 모두가 승부에 열을 올린다는 것이다. 
사전에 정한 금액 이상은 갖고 가지 않도록 한다.

이 달 태생에는 만화가 여배우가 많고 한때 [메리 포핀스]로 히트한 쥬리 앤드류스가 있다.","亥","亥",94
"십일월 돼지띠의 성향 - 강자에 강하고 약자에게 친절한 용맹스러운 사람이다.

그만큼 타협성이 부족하고 말을 꾸미지 않으므로 악의는 없으나 교제는 잘 한다고 볼 수가 없다. 
납득할 때까지는 한마디나 두마디로 생트집을 잡는 상사로서는 취급하기 힘든 인간이다.
이러한 인품이므로 운수에도 우여곡절이 많지만 최종에는 남보다 앞을 달리고 있다. 

항상 연령보다 젊어보인다. 사람들이 만년청년이라고 인정 할 정도의 사람이다. 
특히 이 달 태생은 개성파로서 대활약하고 있는 배우들이 많은 것 같다.

일을 오래 계속하듯이 인간관계에도 참을성이 강하고 모든 일에 장시간 지속형이다. 
정면에서 느긋하게 공격해오면 상대방은 저항할 수단을 잃어서 모르는 사이에 페이스에 휘말리게 되는 것이다.

궁합을 보면 전신적이나 육체적으로도 지치기 쉬운 사람과는 맞지가 않는다.
감수성이 강하지만 심신 모두 건전한 사람과의 짝지움이 이상적이다.

여성은 말띠의 정월생, 돼지띠의 10월생 남성과 맞다.
남성은 원숭이띠의 8월생, 쥐띠의 11월생 여성과 맞는다.","亥","子",95
